date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2011-03-07,-0,-4,0.0,10.1,2,2,14,08:19 AM,10:49 PM,08:13 AM,07:22 PM,-3,-7,-2,-7,30,40,90,0.0,1034,-0,10,294,18
2011-03-08,1,-2,0.0,11.1,2,2,21,08:33 AM,No moonset,08:10 AM,07:24 PM,-2,-6,-1,-6,39,22,90,0.0,1029,1,10,232,22
2011-03-09,2,-3,0.0,10.1,2,2,28,08:50 AM,12:01 AM,08:08 AM,07:26 PM,-2,-7,-1,-7,53,25,89,1.4,1016,2,10,181,30
2011-03-10,1,0,0.0,11.2,2,2,36,09:12 AM,01:14 AM,08:05 AM,07:28 PM,0,-5,1,-5,45,56,95,2.2,1009,1,9,204,23
2011-03-11,1,-0,0.9,10.1,2,2,43,09:43 AM,02:24 AM,08:03 AM,07:30 PM,-0,-6,1,-6,54,71,95,6.0,1003,1,8,241,30
2011-03-12,2,-0,0.0,10.1,2,2,50,10:23 AM,03:29 AM,08:00 AM,07:32 PM,0,-4,1,-4,39,44,94,0.0,1013,2,10,232,21
2011-03-13,4,1,0.0,5.9,1,1,57,11:19 AM,04:24 AM,07:58 AM,07:34 PM,2,-2,2,-2,28,70,98,0.1,1012,4,7,151,14
2011-03-14,4,2,0.0,5.9,1,1,65,12:28 PM,05:09 AM,07:55 AM,07:37 PM,3,1,3,1,21,98,100,0.1,1015,4,3,83,10
2011-03-15,1,-2,0.0,11.6,2,2,72,01:50 PM,05:42 AM,07:53 AM,07:39 PM,-2,-7,-1,-7,35,31,89,0.0,1028,1,10,50,23
2011-03-16,1,-3,0.0,11.6,2,2,79,03:18 PM,06:08 AM,07:50 AM,07:41 PM,-3,-8,-1,-8,40,14,88,0.0,1032,1,10,93,26
2011-03-17,2,-2,0.0,10.2,2,2,86,04:49 PM,06:28 AM,07:47 AM,07:43 PM,-2,-7,-0,-7,53,41,85,0.0,1024,2,10,109,33
2011-03-18,2,-2,0.6,7.4,2,2,94,06:22 PM,06:45 AM,07:45 AM,07:45 PM,-2,-5,0,-5,35,66,86,0.7,1017,2,8,162,21
2011-03-19,1,-1,0.1,10.2,2,2,100,07:57 PM,07:01 AM,07:42 AM,07:47 PM,-1,-5,-0,-5,27,62,93,0.2,1022,1,8,316,17
2011-03-20,2,-1,0.0,11.6,2,2,100,09:31 PM,07:17 AM,07:40 AM,07:49 PM,-2,-4,0,-4,20,12,89,0.0,1029,2,8,292,11
2011-03-21,1,-1,0.0,10.2,2,2,84,11:05 PM,07:35 AM,07:37 AM,07:51 PM,-0,-5,1,-5,43,68,93,0.0,1028,1,10,247,25
2011-03-22,3,2,0.0,7.5,1,1,77,No moonrise,07:57 AM,07:34 AM,07:53 PM,2,-4,2,-4,57,71,97,0.2,1024,3,10,269,29
2011-03-23,3,1,0.0,11.6,2,2,70,12:36 AM,08:26 AM,07:32 AM,07:55 PM,-0,-4,2,-4,54,23,85,0.0,1026,3,10,300,28
2011-03-24,3,1,0.0,8.9,2,2,63,01:59 AM,09:05 AM,07:29 AM,07:57 PM,0,-3,2,-3,43,69,89,0.9,1017,3,10,304,23
2011-03-25,2,-1,0.0,11.6,2,2,55,03:08 AM,09:57 AM,07:26 AM,07:59 PM,-3,-4,1,-4,28,41,75,0.0,1010,2,10,276,16
2011-03-26,0,-2,0.0,11.6,2,2,48,04:00 AM,11:01 AM,07:24 AM,08:01 PM,-7,-6,-1,-6,25,4,64,0.2,1014,0,10,275,16
2011-03-27,1,-1,0.0,11.6,2,2,41,04:37 AM,12:12 PM,07:21 AM,08:03 PM,-6,-6,-0,-6,37,33,68,0.0,1016,1,10,238,23
2011-03-28,1,-1,0.3,9.0,1,1,34,05:04 AM,01:26 PM,07:18 AM,08:05 PM,-2,-5,0,-5,35,56,88,2.4,1007,1,7,273,21
2011-03-29,2,-1,0.0,7.7,2,2,26,05:24 AM,02:40 PM,07:16 AM,08:07 PM,-1,-4,1,-4,39,64,88,1.1,1010,2,9,232,24
2011-03-30,3,0,0.2,10.3,2,2,19,05:40 AM,03:53 PM,07:13 AM,08:09 PM,-1,-2,2,-2,21,58,81,0.2,1016,3,9,220,12
2011-03-31,5,0,0.0,10.3,2,2,15,05:53 AM,05:05 PM,07:10 AM,08:11 PM,0,-2,3,-2,40,51,83,0.4,1019,5,10,114,21
2011-04-01,4,2,0.0,6.5,1,1,0,06:04 AM,06:16 PM,07:08 AM,08:13 PM,3,-1,3,-1,40,98,98,4.9,1011,4,10,225,20
2011-04-02,4,2,0.0,10.3,1,1,0,06:16 AM,07:27 PM,07:05 AM,08:15 PM,2,0,3,0,19,57,94,0.1,1020,4,8,240,11
2011-04-03,9,2,0.0,11.6,3,3,0,06:28 AM,08:38 PM,07:03 AM,08:17 PM,4,1,6,1,53,24,88,0.0,1018,9,10,165,26
2011-04-04,6,3,0.0,6.6,2,2,3,06:41 AM,09:50 PM,07:00 AM,08:19 PM,2,0,4,0,45,52,88,4.1,1012,6,9,223,22
2011-04-05,5,3,0.0,10.4,2,2,10,06:58 AM,11:03 PM,06:57 AM,08:21 PM,1,0,4,0,30,29,85,0.4,1019,5,9,260,15
2011-04-06,4,3,0.0,6.8,1,1,18,07:19 AM,No moonset,06:55 AM,08:23 PM,3,-2,3,-2,57,96,98,3.5,1014,4,9,255,29
2011-04-07,4,3,0.0,9.2,1,1,25,07:47 AM,12:13 AM,06:52 AM,08:25 PM,3,-2,4,-2,65,60,93,1.2,1002,4,10,271,32
2011-04-08,3,2,0.0,9.2,2,2,33,08:24 AM,01:20 AM,06:49 AM,08:27 PM,1,-3,3,-3,55,33,89,3.7,997,3,10,304,32
2011-04-09,3,2,0.1,10.4,2,2,40,09:14 AM,02:17 AM,06:47 AM,08:29 PM,1,-4,3,-4,58,46,88,0.1,1006,3,10,335,34
2011-04-10,5,1,0.0,11.6,2,2,48,10:17 AM,03:04 AM,06:44 AM,08:31 PM,-0,-3,3,-3,52,11,81,0.0,1015,5,10,338,30
2011-04-11,3,1,0.0,7.0,1,1,56,11:32 AM,03:41 AM,06:42 AM,08:33 PM,1,-1,2,-1,24,87,90,2.2,1014,3,7,250,13
2011-04-12,5,3,0.0,7.0,1,1,63,12:54 PM,04:08 AM,06:39 AM,08:35 PM,3,3,4,3,11,88,94,0.2,1005,5,5,92,5
2011-04-13,6,3,0.0,10.5,2,2,71,02:20 PM,04:30 AM,06:37 AM,08:37 PM,3,3,5,3,21,52,86,0.2,1006,6,8,82,10
2011-04-14,5,2,0.0,11.6,2,2,78,03:49 PM,04:48 AM,06:34 AM,08:39 PM,1,-0,3,-0,29,24,87,0.0,1013,5,10,177,16
2011-04-15,6,1,0.0,11.6,2,2,86,05:20 PM,05:04 AM,06:31 AM,08:41 PM,1,-0,3,-0,25,21,83,0.0,1020,6,10,158,14
2011-04-16,4,2,0.0,8.2,1,1,93,06:52 PM,05:20 AM,06:29 AM,08:43 PM,2,-1,3,-1,36,63,90,0.1,1019,4,10,261,20
2011-04-17,5,3,0.0,8.2,1,1,100,08:26 PM,05:37 AM,06:26 AM,08:45 PM,3,0,4,0,36,64,95,0.0,1020,5,10,270,19
2011-04-18,7,3,0.0,11.6,2,2,100,10:00 PM,05:57 AM,06:24 AM,08:47 PM,2,1,5,1,35,15,83,0.0,1021,7,10,257,18
2011-04-19,8,3,0.0,11.6,3,3,84,11:30 PM,06:23 AM,06:21 AM,08:49 PM,-2,2,5,2,32,15,62,0.0,1025,8,10,107,16
2011-04-20,8,2,0.0,11.6,3,3,77,No moonrise,06:58 AM,06:19 AM,08:52 PM,-1,4,5,4,17,21,64,0.0,1023,8,10,135,9
2011-04-21,10,5,0.0,11.6,3,3,69,12:47 AM,07:46 AM,06:17 AM,08:54 PM,-0,6,7,6,17,16,59,0.0,1020,10,10,168,8
2011-04-22,11,4,0.0,11.6,3,3,61,01:49 AM,08:46 AM,06:14 AM,08:56 PM,3,7,8,7,23,13,67,0.0,1021,11,10,149,11
2011-04-23,12,6,0.0,11.6,3,3,54,02:33 AM,09:57 AM,06:12 AM,08:58 PM,4,7,9,7,27,24,70,0.0,1022,12,10,59,13
2011-04-24,13,7,0.0,14.5,3,3,46,03:05 AM,11:12 AM,06:09 AM,09:00 PM,4,8,10,8,26,11,69,0.0,1023,13,10,103,12
2011-04-25,14,7,0.0,14.5,4,4,39,03:28 AM,12:28 PM,06:07 AM,09:02 PM,4,10,11,10,24,20,64,0.0,1024,14,10,141,11
2011-04-26,14,8,0.0,14.5,4,4,31,03:46 AM,01:42 PM,06:05 AM,09:04 PM,5,10,11,10,22,8,66,0.0,1022,14,10,173,11
2011-04-27,14,7,0.0,14.5,4,4,24,03:59 AM,02:54 PM,06:02 AM,09:06 PM,4,9,11,9,23,11,66,0.0,1021,14,10,153,11
2011-04-28,14,7,0.0,15.1,4,4,16,04:12 AM,04:05 PM,06:00 AM,09:08 PM,5,8,10,8,38,13,71,0.4,1022,14,10,122,18
2011-04-29,13,7,0.0,15.5,3,3,9,04:23 AM,05:16 PM,05:58 AM,09:10 PM,2,7,10,7,41,10,61,0.0,1020,13,10,36,20
2011-04-30,11,5,0.0,15.5,3,3,1,04:35 AM,06:27 PM,05:56 AM,09:12 PM,1,5,8,5,40,34,63,0.0,1017,11,10,107,21
2011-05-01,9,4,0.0,15.6,3,3,1,04:49 AM,07:39 PM,05:53 AM,09:14 PM,3,3,7,3,32,46,77,1.5,1015,9,10,43,20
2011-05-02,8,3,0.0,15.7,3,3,0,05:04 AM,08:51 PM,05:51 AM,09:16 PM,-1,1,5,1,33,24,65,0.0,1016,8,10,114,22
2011-05-03,5,2,0.0,15.7,2,2,0,05:24 AM,10:03 PM,05:49 AM,09:18 PM,-1,-0,4,-0,23,11,71,0.0,1013,5,10,279,16
2011-05-04,6,3,0.0,15.7,2,2,6,05:50 AM,11:11 PM,05:47 AM,09:20 PM,1,1,5,1,24,40,77,0.1,1016,6,10,267,17
2011-05-05,6,4,0.0,15.8,2,2,13,06:25 AM,No moonset,05:45 AM,09:22 PM,1,1,5,1,23,33,77,0.1,1021,6,10,288,16
2011-05-06,9,3,0.0,15.8,3,3,21,07:12 AM,12:12 AM,05:42 AM,09:24 PM,2,5,7,5,16,26,71,0.0,1026,9,10,237,10
2011-05-07,13,5,0.0,15.9,3,3,28,08:11 AM,01:02 AM,05:40 AM,09:26 PM,1,6,9,6,39,12,59,0.0,1029,13,10,70,21
2011-05-08,14,8,0.0,15.9,4,4,35,09:22 AM,01:42 AM,05:38 AM,09:28 PM,7,9,11,9,28,49,76,0.0,1031,14,10,119,14
2011-05-09,16,10,0.0,15.9,4,4,42,10:40 AM,02:11 AM,05:36 AM,09:30 PM,8,12,13,12,23,23,75,0.2,1032,16,9,130,11
2011-05-10,16,10,0.0,16.0,4,4,50,12:03 PM,02:34 AM,05:34 AM,09:32 PM,5,12,13,12,27,10,61,0.0,1029,16,10,130,13
2011-05-11,16,10,0.0,16.0,4,4,57,01:29 PM,02:53 AM,05:32 AM,09:34 PM,5,12,13,12,17,7,60,0.0,1023,16,10,170,8
2011-05-12,14,9,0.0,16.1,4,4,64,02:55 PM,03:09 AM,05:30 AM,09:36 PM,7,10,12,10,24,34,72,0.0,1014,14,10,225,11
2011-05-13,9,7,0.0,13.9,2,2,71,04:23 PM,03:24 AM,05:28 AM,09:38 PM,7,6,8,6,30,68,92,2.0,1011,9,9,286,17
2011-05-14,10,7,0.0,16.1,3,3,79,05:54 PM,03:40 AM,05:26 AM,09:40 PM,6,6,9,6,29,13,85,0.0,1015,10,10,268,16
2011-05-15,11,7,0.0,12.1,2,2,86,07:26 PM,03:58 AM,05:24 AM,09:41 PM,6,6,8,6,23,83,88,2.8,1013,11,8,226,13
2011-05-16,9,7,0.0,16.2,3,3,93,08:57 PM,04:20 AM,05:23 AM,09:43 PM,6,5,8,5,32,44,89,0.1,1014,9,10,237,20
2011-05-17,10,8,0.0,12.2,2,2,100,10:20 PM,04:51 AM,05:21 AM,09:45 PM,9,6,9,6,44,97,97,6.1,1012,10,9,223,25
2011-05-18,10,9,0.0,16.3,3,3,100,11:31 PM,05:32 AM,05:19 AM,09:47 PM,7,6,9,6,35,29,86,0.0,1017,10,10,246,22
2011-05-19,16,9,0.0,16.3,4,4,85,No moonrise,06:27 AM,05:17 AM,09:49 PM,9,10,12,10,35,24,85,0.7,1017,16,10,213,17
2011-05-20,14,9,0.0,16.3,4,4,78,12:24 AM,07:36 AM,05:16 AM,09:50 PM,8,11,11,11,18,40,79,0.0,1019,14,10,289,9
2011-05-21,14,9,0.0,16.4,4,4,70,01:03 AM,08:51 AM,05:14 AM,09:52 PM,7,11,12,11,21,18,74,0.0,1021,14,10,287,10
2011-05-22,17,9,0.0,16.4,4,4,63,01:30 AM,10:09 AM,05:12 AM,09:54 PM,9,13,14,13,23,7,77,0.5,1021,17,10,137,11
2011-05-23,13,9,0.0,16.5,4,4,56,01:50 AM,11:26 AM,05:11 AM,09:56 PM,9,8,11,8,40,36,90,0.0,1019,13,10,244,23
2011-05-24,17,9,0.0,16.5,4,4,49,02:05 AM,12:39 PM,05:09 AM,09:57 PM,8,10,12,10,43,23,77,1.6,1019,17,10,208,23
2011-05-25,10,9,0.0,16.5,3,3,41,02:18 AM,01:52 PM,05:08 AM,09:59 PM,7,6,9,6,47,20,86,0.3,1019,10,10,262,29
2011-05-26,12,9,0.0,16.6,4,4,34,02:30 AM,03:03 PM,05:06 AM,10:00 PM,7,9,11,9,30,32,76,0.0,1019,12,10,220,17
2011-05-27,13,10,0.0,13.5,4,4,27,02:42 AM,04:13 PM,05:05 AM,10:02 PM,7,10,12,10,28,59,76,1.1,1010,13,10,191,15
2011-05-28,12,8,0.0,17.0,4,4,19,02:55 AM,05:25 PM,05:04 AM,10:03 PM,7,8,10,8,31,21,82,0.0,1014,12,10,243,19
2011-05-29,15,11,0.0,15.1,4,4,12,03:10 AM,06:37 PM,05:02 AM,10:05 PM,9,12,14,12,27,57,75,0.2,1015,15,10,181,16
2011-05-30,17,11,0.0,15.1,3,3,5,03:28 AM,07:50 PM,05:01 AM,10:06 PM,9,14,15,14,28,51,68,0.2,1016,17,10,166,16
2011-05-31,22,14,0.0,17.1,5,5,1,03:52 AM,09:00 PM,05:00 AM,10:08 PM,12,18,19,18,54,2,68,0.0,1018,22,10,152,26
2011-06-01,19,12,0.0,17.4,5,5,0,04:23 AM,10:04 PM,04:59 AM,10:09 PM,12,15,16,15,34,8,78,0.2,1020,19,10,245,16
2011-06-02,15,11,0.0,17.4,4,4,2,05:07 AM,10:59 PM,04:58 AM,10:10 PM,8,12,13,12,32,9,70,0.0,1027,15,10,241,17
2011-06-03,15,12,0.0,17.4,4,4,10,06:03 AM,11:42 PM,04:57 AM,10:12 PM,10,12,13,12,28,2,78,0.0,1029,15,10,281,14
2011-06-04,17,12,0.0,17.4,4,4,17,07:12 AM,No moonset,04:56 AM,10:13 PM,10,14,15,14,21,1,73,0.0,1024,17,10,189,10
2011-06-05,18,13,0.0,17.4,5,5,25,08:29 AM,12:15 AM,04:55 AM,10:14 PM,12,17,17,17,15,9,74,0.0,1018,18,10,159,7
2011-06-06,23,15,0.0,17.4,5,5,32,09:52 AM,12:40 AM,04:54 AM,10:15 PM,12,19,20,19,50,12,65,0.0,1012,23,10,145,24
2011-06-07,22,16,0.0,17.4,5,5,40,11:16 AM,12:59 AM,04:53 AM,10:16 PM,13,19,20,19,46,10,66,0.0,1009,22,10,154,22
2011-06-08,20,16,0.0,17.4,4,4,48,12:40 PM,01:16 AM,04:53 AM,10:17 PM,15,19,19,19,16,16,79,2.0,1008,20,9,154,8
2011-06-09,22,14,0.0,16.0,5,5,55,02:06 PM,01:31 AM,04:52 AM,10:18 PM,14,18,19,18,31,31,78,1.2,1006,22,10,210,16
2011-06-10,16,14,0.0,14.6,3,3,63,03:33 PM,01:46 AM,04:51 AM,10:19 PM,14,14,14,14,22,77,94,0.0,1009,16,8,280,14
2011-06-11,15,14,0.0,13.3,3,3,70,05:02 PM,02:03 AM,04:51 AM,10:20 PM,13,13,15,13,25,83,93,0.0,1011,15,10,277,16
2011-06-12,15,14,0.0,16.0,4,4,78,06:30 PM,02:22 AM,04:50 AM,10:21 PM,12,14,15,14,33,65,84,0.0,1014,15,10,306,23
2011-06-13,16,12,0.0,17.4,4,4,85,07:56 PM,02:48 AM,04:50 AM,10:22 PM,9,14,15,14,27,17,69,0.0,1016,16,10,297,19
2011-06-14,19,13,0.0,16.7,5,5,93,09:12 PM,03:23 AM,04:50 AM,10:22 PM,11,16,16,16,22,31,72,0.0,1013,19,10,243,14
2011-06-15,15,14,0.0,16.7,4,4,100,10:13 PM,04:11 AM,04:49 AM,10:23 PM,10,13,15,13,36,32,71,0.0,1014,15,10,275,25
2011-06-16,16,13,0.0,17.4,4,4,100,10:58 PM,05:14 AM,04:49 AM,10:23 PM,10,14,15,14,23,10,72,0.0,1015,16,10,254,16
2011-06-17,16,13,0.0,16.0,4,4,85,11:30 PM,06:27 AM,04:49 AM,10:24 PM,12,14,15,14,36,40,81,2.6,1011,16,10,199,24
2011-06-18,17,14,0.0,14.7,5,5,77,11:53 PM,07:45 AM,04:49 AM,10:24 PM,11,14,15,14,22,66,78,0.2,1008,17,9,174,15
2011-06-19,16,13,0.0,17.4,5,5,69,No moonrise,09:04 AM,04:49 AM,10:25 PM,12,15,15,15,26,34,80,0.0,1003,16,9,240,18
2011-06-20,16,14,0.0,16.0,4,4,62,12:11 AM,10:20 AM,04:49 AM,10:25 PM,11,13,15,13,34,41,79,0.0,1004,16,10,258,23
2011-06-21,15,14,0.0,17.4,4,4,54,12:25 AM,11:34 AM,04:49 AM,10:25 PM,11,13,15,13,42,26,80,1.6,1009,15,10,263,28
2011-06-22,17,14,0.0,17.4,5,5,47,12:38 AM,12:46 PM,04:50 AM,10:25 PM,12,16,16,16,26,27,78,0.0,1013,17,10,218,16
2011-06-23,16,14,0.0,16.7,5,5,39,12:50 AM,01:57 PM,04:50 AM,10:26 PM,12,15,15,15,47,41,83,0.0,1010,16,10,219,30
2011-06-24,16,14,0.0,16.0,4,4,32,01:02 AM,03:09 PM,04:50 AM,10:26 PM,12,14,15,14,24,40,83,4.0,1012,16,10,245,16
2011-06-25,14,13,0.0,17.4,4,4,24,01:16 AM,04:20 PM,04:51 AM,10:26 PM,9,12,14,12,33,29,73,0.0,1015,14,10,271,24
2011-06-26,16,13,0.0,17.4,4,4,17,01:33 AM,05:33 PM,04:51 AM,10:26 PM,11,14,15,14,27,18,80,1.0,1017,16,10,293,18
2011-06-27,17,14,0.0,16.0,5,5,9,01:54 AM,06:44 PM,04:52 AM,10:25 PM,11,15,16,15,25,49,75,0.1,1017,17,10,224,16
2011-06-28,21,13,0.0,17.4,5,5,2,02:21 AM,07:51 PM,04:52 AM,10:25 PM,12,17,17,17,38,2,72,0.0,1021,21,10,104,20
2011-06-29,22,15,0.0,17.4,5,5,0,03:00 AM,08:50 PM,04:53 AM,10:25 PM,14,19,20,19,30,2,73,0.0,1017,22,10,58,15
2011-06-30,21,17,0.0,17.4,5,5,0,03:51 AM,09:39 PM,04:53 AM,10:24 PM,15,19,20,19,18,19,79,0.0,1012,21,10,161,9
2011-07-01,21,17,0.0,16.7,5,5,0,04:56 AM,10:16 PM,04:54 AM,10:24 PM,16,19,19,19,24,39,85,11.1,1008,21,9,227,13
2011-07-02,22,17,0.0,17.4,5,5,6,06:12 AM,10:44 PM,04:55 AM,10:24 PM,17,20,21,20,29,30,87,14.1,1000,22,9,81,14
2011-07-03,18,14,0.0,15.3,4,4,13,07:35 AM,11:06 PM,04:56 AM,10:23 PM,13,16,16,16,29,57,84,0.7,1003,18,9,162,19
2011-07-04,18,13,0.0,17.4,5,5,20,09:01 AM,11:24 PM,04:57 AM,10:22 PM,12,15,16,15,28,36,79,0.0,1010,18,10,98,18
2011-07-05,20,15,0.0,16.7,5,5,27,10:27 AM,11:40 PM,04:58 AM,10:22 PM,15,18,18,18,35,34,84,4.6,1013,20,10,152,20
2011-07-06,21,17,0.0,16.7,5,5,35,11:53 AM,11:55 PM,04:59 AM,10:21 PM,16,19,20,19,33,41,80,0.0,1007,21,10,26,18
2011-07-07,21,17,0.0,17.2,5,5,42,01:20 PM,No moonset,05:00 AM,10:20 PM,16,19,19,19,22,20,85,1.5,1009,21,10,211,12
2011-07-08,21,16,0.0,17.2,5,5,49,02:46 PM,12:10 AM,05:01 AM,10:19 PM,16,18,19,18,11,25,85,0.0,1012,21,8,206,7
2011-07-09,19,15,0.0,17.2,5,5,56,04:14 PM,12:28 AM,05:02 AM,10:18 PM,15,18,18,18,15,18,84,0.0,1017,19,10,269,10
2011-07-10,23,15,0.0,17.1,5,5,64,05:39 PM,12:51 AM,05:04 AM,10:17 PM,14,19,20,19,18,20,73,0.1,1018,23,10,205,9
2011-07-11,22,16,0.0,15.9,5,5,71,06:57 PM,01:22 AM,05:05 AM,10:16 PM,16,19,20,19,19,50,83,2.4,1015,22,10,270,11
2011-07-12,19,15,0.0,17.1,5,5,78,08:03 PM,02:03 AM,05:06 AM,10:15 PM,14,17,17,17,31,24,80,0.0,1016,19,10,290,21
2011-07-13,20,15,0.0,17.1,5,5,86,08:53 PM,02:59 AM,05:08 AM,10:14 PM,13,18,18,18,19,20,74,0.0,1017,20,10,190,11
2011-07-14,20,16,0.0,12.8,4,4,93,09:30 PM,04:07 AM,05:09 AM,10:13 PM,16,17,17,17,41,79,90,13.9,1013,20,8,137,24
2011-07-15,19,16,0.0,16.6,5,5,100,09:56 PM,05:23 AM,05:11 AM,10:12 PM,14,17,17,17,24,33,83,0.3,1013,19,10,202,16
2011-07-16,18,16,0.0,14.3,4,4,100,10:16 PM,06:41 AM,05:12 AM,10:11 PM,14,17,17,17,34,52,81,1.0,1011,18,10,235,24
2011-07-17,22,15,0.0,17.0,5,5,85,10:32 PM,07:59 AM,05:14 AM,10:09 PM,13,18,19,18,30,6,73,0.0,1008,22,10,171,18
2011-07-18,24,16,0.0,15.8,5,5,78,10:45 PM,09:15 AM,05:15 AM,10:08 PM,16,19,19,19,39,33,81,4.3,1005,24,10,200,22
2011-07-19,21,15,0.0,16.9,5,5,71,10:58 PM,10:28 AM,05:17 AM,10:06 PM,14,19,20,19,11,13,74,0.0,1010,21,10,199,6
2011-07-20,25,17,0.0,16.9,6,6,64,11:10 PM,11:40 AM,05:18 AM,10:05 PM,15,21,22,21,37,24,72,3.2,1005,25,10,99,19
2011-07-21,26,19,0.0,16.8,6,6,56,11:23 PM,12:51 PM,05:20 AM,10:03 PM,17,23,23,22,30,18,72,5.6,999,26,10,118,15
2011-07-22,23,18,0.0,15.8,5,5,49,11:39 PM,02:03 PM,05:22 AM,10:02 PM,17,20,21,20,25,44,80,6.3,998,23,10,137,14
2011-07-23,19,17,0.0,14.2,4,4,42,11:57 PM,03:15 PM,05:23 AM,10:00 PM,14,18,18,18,32,51,79,0.0,1000,19,10,166,23
2011-07-24,20,15,0.0,16.3,5,5,34,No moonrise,04:25 PM,05:25 AM,09:59 PM,12,17,18,17,30,25,68,0.1,1010,20,10,176,20
2011-07-25,22,16,0.0,16.3,5,5,27,12:21 AM,05:35 PM,05:27 AM,09:57 PM,14,19,20,19,29,40,76,0.9,1010,22,10,133,17
2011-07-26,20,17,0.0,16.3,5,5,20,12:55 AM,06:37 PM,05:29 AM,09:55 PM,16,18,18,18,20,40,87,0.2,1012,20,10,222,13
2011-07-27,20,17,0.0,15.7,5,5,13,01:40 AM,07:31 PM,05:30 AM,09:53 PM,17,19,19,19,21,58,90,4.2,1015,20,9,251,14
2011-07-28,19,17,0.0,14.8,4,4,5,02:38 AM,08:13 PM,05:32 AM,09:52 PM,17,18,18,18,11,73,92,2.0,1011,19,7,181,8
2011-07-29,19,17,0.0,12.1,4,4,0,03:50 AM,08:45 PM,05:34 AM,09:50 PM,16,18,18,18,23,82,89,1.0,1008,19,9,204,16
2011-07-30,20,16,0.0,16.1,5,5,0,05:11 AM,09:10 PM,05:36 AM,09:48 PM,15,18,18,18,18,33,84,0.0,1008,20,10,163,12
2011-07-31,21,17,0.0,16.1,5,5,0,06:37 AM,09:30 PM,05:38 AM,09:46 PM,16,19,20,19,26,27,84,0.0,1008,21,10,186,16
2011-08-01,21,17,0.0,16.1,5,5,9,08:05 AM,09:47 PM,05:39 AM,09:44 PM,16,19,19,19,28,33,84,3.9,1012,21,9,64,17
2011-08-02,20,15,0.0,16.0,5,5,16,09:34 AM,10:03 PM,05:41 AM,09:42 PM,12,17,18,17,30,1,72,0.0,1020,20,10,156,19
2011-08-03,20,14,0.0,16.0,5,5,24,11:03 AM,10:18 PM,05:43 AM,09:40 PM,12,17,18,17,21,4,70,0.0,1022,20,10,121,12
2011-08-04,20,15,0.0,15.9,5,5,31,12:31 PM,10:36 PM,05:45 AM,09:38 PM,12,18,18,18,19,5,69,0.0,1020,20,10,156,11
2011-08-05,22,16,0.0,15.9,5,5,38,02:00 PM,10:58 PM,05:47 AM,09:36 PM,13,19,20,19,21,2,66,0.0,1016,22,10,168,12
2011-08-06,20,17,0.0,15.9,5,5,45,03:26 PM,11:26 PM,05:49 AM,09:34 PM,14,18,18,18,26,32,76,0.0,1011,20,10,205,17
2011-08-07,25,17,0.0,15.6,5,5,53,04:45 PM,No moonset,05:51 AM,09:32 PM,17,20,20,20,38,41,83,0.0,1004,25,10,190,23
2011-08-08,20,18,0.0,15.8,5,5,60,05:55 PM,12:03 AM,05:53 AM,09:29 PM,14,19,19,19,29,17,75,1.3,1004,20,10,237,19
2011-08-09,18,16,0.0,15.7,5,5,67,06:49 PM,12:53 AM,05:54 AM,09:27 PM,13,17,17,17,57,46,78,15.5,1004,18,9,234,36
2011-08-10,17,15,0.0,15.5,5,5,74,07:30 PM,01:55 AM,05:56 AM,09:25 PM,13,17,17,17,56,53,78,15.8,1008,17,9,253,35
2011-08-11,16,14,0.0,13.6,4,4,82,07:59 PM,03:08 AM,05:58 AM,09:23 PM,12,14,15,14,36,72,82,13.4,1009,16,9,233,24
2011-08-12,19,16,0.0,14.4,4,4,89,08:21 PM,04:24 AM,06:00 AM,09:20 PM,15,17,17,17,25,76,88,8.4,1008,19,9,186,17
2011-08-13,20,14,0.0,13.5,4,4,96,08:38 PM,05:42 AM,06:02 AM,09:18 PM,15,17,17,17,27,53,88,4.5,1011,20,10,83,17
2011-08-14,21,16,0.0,14.5,5,5,100,08:53 PM,06:57 AM,06:04 AM,09:16 PM,15,19,19,19,18,24,81,0.0,1011,21,10,142,11
2011-08-15,22,17,0.0,13.5,5,5,89,09:06 PM,08:11 AM,06:06 AM,09:13 PM,16,19,20,19,24,24,83,0.0,1012,22,10,207,15
2011-08-16,19,16,0.0,14.5,5,5,82,09:19 PM,09:24 AM,06:08 AM,09:11 PM,15,17,17,17,25,39,84,0.0,1015,19,10,276,17
2011-08-17,18,15,0.0,14.5,5,5,75,09:32 PM,10:35 AM,06:10 AM,09:09 PM,12,17,17,17,21,18,74,0.1,1018,18,10,269,14
2011-08-18,20,15,0.0,13.5,5,5,67,09:46 PM,11:47 AM,06:12 AM,09:06 PM,14,17,17,17,23,24,80,1.7,1017,20,10,230,15
2011-08-19,20,14,0.0,11.4,5,5,60,10:03 PM,12:58 PM,06:14 AM,09:04 PM,15,18,18,18,29,49,84,10.6,1010,20,9,199,18
2011-08-20,17,15,0.0,9.3,4,4,53,10:25 PM,02:08 PM,06:16 AM,09:01 PM,14,17,17,17,66,87,86,7.7,1008,17,9,289,42
