date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-01-01,-4,-7,0.0,3.8,1,1,100,06:03 PM,10:22 AM,09:49 AM,05:07 PM,-6,-10,-6,-10,18,67,97,0.0,1002,-4,5,127,11
2010-01-02,-6,-8,0.4,1.9,1,1,85,07:40 PM,10:49 AM,09:49 AM,05:09 PM,-7,-13,-7,-13,23,96,96,0.5,1009,-6,8,36,15
2010-01-03,-12,-15,0.0,1.9,1,1,77,09:15 PM,11:09 AM,09:48 AM,05:10 PM,-13,-18,-13,-18,15,72,96,0.0,1018,-12,5,128,9
2010-01-04,-8,-13,0.2,1.9,1,1,70,10:46 PM,11:24 AM,09:48 AM,05:11 PM,-10,-17,-10,-17,32,73,95,0.2,1015,-8,9,214,20
2010-01-05,-6,-7,0.8,1.9,1,1,63,No moonrise,11:37 AM,09:48 AM,05:13 PM,-7,-13,-6,-13,29,100,95,0.9,1013,-6,7,201,18
2010-01-06,-6,-9,1.5,1.9,1,1,56,12:14 AM,11:49 AM,09:47 AM,05:14 PM,-8,-14,-8,-14,26,100,96,1.7,1013,-6,8,115,17
2010-01-07,-4,-6,1.1,1.9,1,1,48,01:40 AM,12:02 PM,09:47 AM,05:15 PM,-6,-10,-5,-10,16,100,97,1.3,1008,-4,5,213,11
2010-01-08,-5,-6,0.3,1.9,1,1,41,03:04 AM,12:16 PM,09:46 AM,05:17 PM,-6,-11,-6,-11,19,94,97,0.4,1022,-5,5,188,12
2010-01-09,-7,-10,0.0,3.9,2,2,34,04:27 AM,12:35 PM,09:45 AM,05:18 PM,-8,-15,-8,-15,35,61,96,0.0,1029,-7,9,61,22
2010-01-10,-6,-10,0.9,1.9,1,1,27,05:46 AM,01:01 PM,09:45 AM,05:20 PM,-9,-17,-8,-17,48,88,95,2.7,1025,-6,6,63,30
2010-01-11,-6,-7,0.5,1.9,1,1,19,06:58 AM,01:36 PM,09:44 AM,05:22 PM,-7,-13,-7,-13,28,98,97,0.6,1022,-6,8,63,19
2010-01-12,-4,-6,0.0,3.9,1,1,12,07:59 AM,02:22 PM,09:43 AM,05:23 PM,-5,-9,-5,-9,17,71,98,0.0,1024,-4,0,72,11
2010-01-13,-8,-11,0.0,5.8,2,2,5,08:46 AM,03:22 PM,09:42 AM,05:25 PM,-10,-14,-9,-14,17,11,93,0.0,1023,-8,7,69,8
2010-01-14,-8,-12,0.0,5.8,1,1,0,09:21 AM,04:30 PM,09:41 AM,05:27 PM,-11,-16,-11,-16,19,23,96,0.0,1026,-8,1,104,10
2010-01-15,-10,-15,0.0,5.8,2,2,0,09:45 AM,05:44 PM,09:40 AM,05:28 PM,-13,-16,-12,-16,15,8,94,0.0,1032,-10,5,113,8
2010-01-16,-6,-12,0.1,2.0,1,1,2,10:03 AM,06:57 PM,09:39 AM,05:30 PM,-10,-15,-10,-15,22,54,98,0.1,1040,-6,4,125,12
2010-01-17,-6,-9,0.4,2.0,1,1,10,10:16 AM,08:11 PM,09:38 AM,05:32 PM,-8,-15,-7,-15,36,95,96,0.5,1034,-6,8,131,24
2010-01-18,-6,-9,0.3,2.0,1,1,17,10:27 AM,09:23 PM,09:37 AM,05:34 PM,-8,-15,-8,-15,35,100,96,0.4,1032,-6,8,131,23
2010-01-19,-9,-10,0.7,2.0,1,1,24,10:37 AM,10:35 PM,09:36 AM,05:36 PM,-10,-16,-9,-16,25,97,96,0.8,1032,-9,8,116,16
2010-01-20,-9,-11,0.0,2.0,1,1,31,10:47 AM,11:48 PM,09:34 AM,05:38 PM,-11,-18,-10,-18,31,84,94,0.0,1033,-9,10,104,19
2010-01-21,-11,-14,0.0,3.9,2,2,39,10:57 AM,No moonset,09:33 AM,05:40 PM,-13,-21,-13,-21,29,46,96,0.0,1037,-11,10,87,18
2010-01-22,-12,-16,0.0,5.8,2,2,46,11:09 AM,01:02 AM,09:32 AM,05:42 PM,-15,-22,-14,-22,25,29,96,0.0,1042,-12,10,98,14
2010-01-23,-14,-18,0.0,5.8,2,2,53,11:24 AM,02:19 AM,09:30 AM,05:43 PM,-17,-24,-17,-24,20,24,95,0.0,1043,-14,6,98,11
2010-01-24,-15,-21,0.0,5.8,1,1,60,11:44 AM,03:40 AM,09:29 AM,05:45 PM,-19,-24,-19,-24,15,13,96,0.0,1042,-15,3,66,8
2010-01-25,-14,-24,0.0,5.8,2,2,68,12:13 PM,05:02 AM,09:27 AM,05:47 PM,-19,-23,-18,-23,13,17,95,0.0,1042,-14,6,200,7
2010-01-26,-10,-19,0.4,2.1,1,1,75,12:57 PM,06:19 AM,09:26 AM,05:49 PM,-14,-21,-14,-21,20,98,97,0.5,1039,-10,7,176,12
2010-01-27,-15,-23,0.0,2.1,1,1,82,02:00 PM,07:25 AM,09:24 AM,05:51 PM,-20,-27,-19,-27,20,84,98,0.0,1026,-15,4,127,11
2010-01-28,-3,-12,1.1,2.1,1,1,90,03:24 PM,08:13 AM,09:22 AM,05:53 PM,-9,-17,-8,-17,43,100,96,3.6,990,-3,7,165,28
2010-01-29,-4,-9,0.7,2.1,1,1,97,04:58 PM,08:47 AM,09:21 AM,05:55 PM,-6,-11,-5,-11,29,90,96,0.9,986,-4,6,223,18
2010-01-30,-1,-7,0.3,2.1,1,1,100,06:36 PM,09:11 AM,09:19 AM,05:57 PM,-4,-10,-4,-10,35,94,97,1.3,990,-1,5,160,22
2010-01-31,-2,-13,0.0,2.1,1,1,100,08:12 PM,09:29 AM,09:17 AM,05:59 PM,-6,-10,-6,-10,22,92,97,0.0,1001,-2,5,182,14
2010-02-01,-5,-7,1.4,3.3,1,1,77,09:45 PM,09:43 AM,09:15 AM,06:01 PM,-6,-12,-6,-12,28,100,98,1.6,1003,-5,7,232,18
2010-02-02,-1,-8,0.3,3.3,1,1,69,11:16 PM,09:56 AM,09:14 AM,06:03 PM,-4,-9,-4,-9,22,93,98,0.4,1008,-1,8,216,14
2010-02-03,-3,-5,1.8,3.4,1,1,62,No moonrise,10:09 AM,09:12 AM,06:06 PM,-5,-12,-5,-12,40,90,97,2.2,1009,-3,7,156,25
2010-02-04,-2,-5,0.3,3.4,1,1,54,12:44 AM,10:23 AM,09:10 AM,06:08 PM,-4,-8,-3,-8,21,92,98,0.3,1022,-2,6,151,14
2010-02-05,-4,-7,0.1,8.7,2,2,47,02:10 AM,10:41 AM,09:08 AM,06:10 PM,-5,-10,-5,-10,23,61,98,0.2,1030,-4,8,133,14
2010-02-06,-7,-8,0.3,3.4,1,1,39,03:33 AM,11:05 AM,09:06 AM,06:12 PM,-8,-14,-7,-14,25,98,97,0.3,1029,-7,8,117,16
2010-02-07,-7,-14,0.0,8.7,1,1,32,04:49 AM,11:37 AM,09:04 AM,06:14 PM,-10,-15,-10,-15,19,53,97,0.0,1027,-7,2,133,11
2010-02-08,-7,-13,0.0,3.4,1,1,24,05:54 AM,12:19 PM,09:02 AM,06:16 PM,-10,-14,-10,-14,15,84,97,0.0,1019,-7,1,137,8
2010-02-09,-7,-10,0.1,4.6,1,1,16,06:45 AM,01:15 PM,09:00 AM,06:18 PM,-9,-14,-9,-14,15,100,98,0.1,1014,-7,2,136,9
2010-02-10,-7,-12,0.0,6.5,1,1,9,07:23 AM,02:20 PM,08:58 AM,06:20 PM,-10,-15,-10,-15,20,80,98,0.0,1018,-7,3,120,12
2010-02-11,-2,-10,0.0,4.8,1,1,1,07:50 AM,03:32 PM,08:56 AM,06:22 PM,-6,-12,-6,-12,26,97,98,0.0,1018,-2,9,86,16
2010-02-12,-3,-6,1.3,4.9,1,1,0,08:10 AM,04:45 PM,08:54 AM,06:24 PM,-4,-10,-4,-10,28,100,97,1.6,1016,-3,7,113,18
2010-02-13,-4,-6,0.3,4.9,1,1,0,08:25 AM,05:59 PM,08:51 AM,06:26 PM,-5,-9,-5,-9,16,93,98,0.4,1016,-4,5,101,11
2010-02-14,-4,-6,0.0,4.9,1,1,0,08:37 AM,07:12 PM,08:49 AM,06:28 PM,-6,-10,-5,-10,20,98,98,0.0,1012,-4,8,30,13
2010-02-15,-5,-7,0.0,4.9,1,1,6,08:47 AM,08:24 PM,08:47 AM,06:31 PM,-6,-10,-6,-10,11,100,98,0.0,1010,-5,0,42,7
2010-02-16,-5,-10,0.1,4.9,1,1,13,08:57 AM,09:37 PM,08:45 AM,06:33 PM,-7,-11,-7,-11,13,92,98,0.1,1011,-5,3,87,8
2010-02-17,-3,-10,0.1,5.0,1,1,21,09:07 AM,10:50 PM,08:43 AM,06:35 PM,-6,-11,-6,-11,20,96,98,0.1,1012,-3,5,127,12
2010-02-18,-1,-5,1.6,5.0,1,1,29,09:18 AM,No moonset,08:40 AM,06:37 PM,-3,-8,-3,-8,20,100,98,1.9,1006,-1,6,118,13
2010-02-19,0,-1,0.3,5.0,1,1,36,09:32 AM,12:06 AM,08:38 AM,06:39 PM,0,-4,0,-4,20,100,100,1.0,1000,0,5,184,13
2010-02-20,0,0,0.3,5.0,1,1,44,09:50 AM,01:24 AM,08:36 AM,06:41 PM,0,-4,0,-4,23,100,100,5.1,992,0,6,162,14
2010-02-21,0,-3,0.2,5.1,1,1,51,10:14 AM,02:43 AM,08:33 AM,06:43 PM,-1,-5,-1,-5,18,92,98,0.2,998,0,5,262,11
2010-02-22,-2,-5,0.1,6.7,1,1,59,10:50 AM,04:00 AM,08:31 AM,06:45 PM,-4,-8,-4,-8,21,77,97,0.2,1003,-2,5,209,12
2010-02-23,1,-1,0.1,5.1,1,1,66,11:43 AM,05:09 AM,08:29 AM,06:47 PM,0,-5,0,-5,41,99,99,2.3,996,1,8,192,24
2010-02-24,-1,-7,0.0,5.1,1,1,74,12:54 PM,06:03 AM,08:26 AM,06:49 PM,-4,-8,-4,-8,16,79,98,0.0,1008,-1,3,104,10
2010-02-25,0,-5,1.1,5.1,1,1,81,02:20 PM,06:43 AM,08:24 AM,06:51 PM,-2,-6,-2,-6,22,94,99,1.3,1009,0,5,116,13
2010-02-26,1,0,0.0,5.2,1,1,89,03:55 PM,07:11 AM,08:22 AM,06:54 PM,1,-4,1,-4,28,100,100,0.0,1004,1,10,151,16
2010-02-27,1,0,0.0,5.2,1,1,97,05:32 PM,07:31 AM,08:19 AM,06:56 PM,1,-3,1,-3,24,100,100,0.5,1003,1,4,177,13
2010-02-28,1,0,0.1,5.2,1,1,100,07:06 PM,07:47 AM,08:17 AM,06:58 PM,0,-4,0,-4,29,96,100,0.3,1005,1,8,168,18
2010-03-01,3,0,0.9,5.4,1,1,100,08:39 PM,08:01 AM,08:15 AM,07:00 PM,1,-4,1,-4,41,100,99,1.6,994,3,8,184,24
2010-03-02,0,-1,0.2,5.5,1,1,85,10:11 PM,08:14 AM,08:12 AM,07:02 PM,-1,-6,-0,-6,41,99,96,1.2,1003,0,7,254,26
2010-03-03,-0,-5,0.4,7.0,1,1,78,11:41 PM,08:29 AM,08:10 AM,07:04 PM,-3,-8,-3,-8,32,68,96,0.5,1009,-0,8,260,20
2010-03-04,-2,-7,0.0,5.5,1,1,71,No moonrise,08:46 AM,08:07 AM,07:06 PM,-5,-10,-4,-10,23,90,96,0.0,1011,-2,10,261,14
2010-03-05,-2,-7,0.6,5.5,1,1,63,01:08 AM,09:08 AM,08:05 AM,07:08 PM,-5,-9,-4,-9,19,94,97,0.7,1013,-2,5,208,12
2010-03-06,-4,-9,0.1,5.5,1,1,56,02:30 AM,09:37 AM,08:03 AM,07:10 PM,-7,-12,-7,-12,20,87,96,0.1,1021,-4,5,18,13
2010-03-07,-3,-14,0.0,7.1,1,1,49,03:42 AM,10:16 AM,08:00 AM,07:12 PM,-8,-10,-8,-10,10,62,96,0.0,1028,-3,3,121,5
2010-03-08,-2,-13,0.0,11.6,2,2,42,04:39 AM,11:09 AM,07:58 AM,07:14 PM,-8,-10,-7,-10,9,21,94,0.0,1030,-2,6,161,5
2010-03-09,-1,-9,0.0,5.8,1,1,34,05:23 AM,12:11 PM,07:55 AM,07:16 PM,-5,-10,-5,-10,23,64,97,0.0,1025,-1,7,270,14
2010-03-10,1,-10,0.0,11.6,2,2,27,05:53 AM,01:21 PM,07:53 AM,07:18 PM,-5,-9,-4,-9,21,16,96,0.0,1029,1,5,259,12
2010-03-11,1,-7,0.0,10.2,1,1,20,06:15 AM,02:34 PM,07:50 AM,07:20 PM,-4,-7,-3,-7,16,20,96,0.0,1020,1,3,192,9
2010-03-12,1,-8,0.0,7.3,1,1,12,06:32 AM,03:47 PM,07:48 AM,07:22 PM,-4,-7,-3,-7,16,58,97,0.0,1008,1,4,236,10
2010-03-13,-0,-5,0.6,7.3,1,1,5,06:45 AM,05:00 PM,07:45 AM,07:24 PM,-3,-7,-3,-7,22,84,95,0.7,1005,-0,8,290,14
2010-03-14,0,-7,0.5,10.2,2,2,0,06:56 AM,06:12 PM,07:43 AM,07:26 PM,-4,-8,-3,-8,22,43,96,0.6,1002,0,6,289,14
2010-03-15,-0,-8,0.0,5.9,1,1,0,07:07 AM,07:25 PM,07:40 AM,07:28 PM,-5,-10,-5,-10,29,62,96,0.0,1006,-0,8,284,17
2010-03-16,-1,-13,0.7,7.4,1,1,2,07:17 AM,08:38 PM,07:38 AM,07:30 PM,-6,-10,-5,-10,20,66,96,0.9,1011,-1,6,297,12
2010-03-17,-0,-6,0.6,6.0,1,1,9,07:28 AM,09:54 PM,07:35 AM,07:32 PM,-3,-7,-3,-7,18,91,98,0.7,1016,-0,5,257,11
2010-03-18,2,-4,0.0,6.0,1,1,16,07:41 AM,11:12 PM,07:33 AM,07:34 PM,-0,-3,-0,-3,17,93,99,0.7,1019,2,2,228,9
2010-03-19,8,1,0.0,6.0,1,1,24,07:58 AM,No moonset,07:30 AM,07:36 PM,4,-0,4,-0,38,96,99,0.6,1014,8,9,233,19
2010-03-20,9,5,0.0,6.1,2,2,31,08:20 AM,12:30 AM,07:28 AM,07:38 PM,7,4,7,4,34,96,98,1.6,1008,9,9,230,18
2010-03-21,11,5,0.0,6.1,2,2,38,08:52 AM,01:48 AM,07:25 AM,07:40 PM,8,6,9,6,34,100,96,1.3,1003,11,6,245,21
2010-03-22,5,-1,0.4,10.2,2,2,46,09:38 AM,02:58 AM,07:23 AM,07:42 PM,1,-2,2,-2,29,58,90,0.5,1016,5,7,288,19
2010-03-23,7,-2,0.0,7.5,1,1,53,10:40 AM,03:56 AM,07:20 AM,07:44 PM,2,-0,3,-0,23,76,92,0.0,1017,7,8,223,14
2010-03-24,7,3,0.0,6.1,1,1,60,11:59 AM,04:39 AM,07:17 AM,07:46 PM,3,1,4,1,22,96,93,0.0,1018,7,8,290,14
2010-03-25,10,1,0.0,11.6,3,3,67,01:27 PM,05:11 AM,07:15 AM,07:48 PM,3,2,5,2,22,37,84,0.0,1024,10,8,140,13
2010-03-26,13,4,0.0,6.2,2,2,75,02:59 PM,05:33 AM,07:12 AM,07:49 PM,7,5,8,5,32,83,93,1.0,1014,13,10,161,20
2010-03-27,12,6,0.0,6.2,2,2,82,04:31 PM,05:51 AM,07:10 AM,07:51 PM,8,6,9,6,34,91,91,1.8,1001,12,8,173,22
2010-03-28,8,4,0.0,6.2,2,2,89,06:03 PM,06:05 AM,07:07 AM,07:53 PM,5,4,7,4,31,89,91,0.8,1004,8,6,226,18
2010-03-29,10,3,0.0,7.6,1,1,96,07:35 PM,06:19 AM,07:05 AM,07:55 PM,4,3,5,3,19,77,94,2.5,1008,10,5,202,11
2010-03-30,12,2,0.0,6.3,2,2,100,09:06 PM,06:33 AM,07:02 AM,07:57 PM,7,6,8,6,18,83,92,1.7,1008,12,7,136,11
2010-03-31,16,9,0.0,10.3,3,3,100,10:35 PM,06:49 AM,06:59 AM,07:59 PM,9,9,12,9,37,67,87,0.8,1005,16,10,141,23
2010-04-01,9,6,0.0,6.7,2,2,77,No moonrise,07:09 AM,06:57 AM,08:01 PM,7,6,8,6,26,99,94,2.2,1009,9,8,228,16
2010-04-02,5,1,0.0,6.7,1,1,70,12:02 AM,07:36 AM,06:54 AM,08:03 PM,2,-1,3,-1,28,100,99,9.2,1015,5,9,261,17
2010-04-03,5,1,0.0,8.0,1,1,62,01:21 AM,08:12 AM,06:52 AM,08:05 PM,2,0,3,0,12,83,95,0.6,1016,5,6,278,8
2010-04-04,12,1,0.0,10.4,3,3,55,02:26 AM,09:00 AM,06:49 AM,08:07 PM,3,4,6,4,19,31,81,0.0,1020,12,8,176,11
2010-04-05,14,4,0.0,10.4,3,3,47,03:17 AM,10:00 AM,06:47 AM,08:09 PM,7,6,9,6,24,58,87,6.5,1019,14,8,146,15
2010-04-06,8,4,0.0,6.8,2,2,40,03:53 AM,11:08 AM,06:44 AM,08:10 PM,6,5,7,5,16,100,98,6.5,1023,8,4,206,10
2010-04-07,10,3,0.0,11.6,3,3,32,04:18 AM,12:20 PM,06:42 AM,08:12 PM,4,3,6,3,15,55,88,0.0,1028,10,5,25,10
2010-04-08,10,0,0.0,11.6,2,2,24,04:37 AM,01:34 PM,06:39 AM,08:14 PM,2,4,6,4,12,29,81,0.0,1028,10,8,92,7
2010-04-09,13,0,0.0,9.2,3,3,17,04:51 AM,02:46 PM,06:37 AM,08:16 PM,4,5,7,5,15,54,84,2.0,1023,13,8,204,9
2010-04-10,8,4,0.0,6.9,2,2,9,05:04 AM,03:58 PM,06:34 AM,08:18 PM,5,4,6,4,12,90,95,3.8,1021,8,7,252,7
2010-04-11,14,3,0.0,11.6,3,3,2,05:14 AM,05:11 PM,06:32 AM,08:20 PM,4,7,8,7,17,12,77,0.0,1025,14,8,58,10
2010-04-12,15,3,0.0,11.6,3,3,0,05:25 AM,06:24 PM,06:29 AM,08:22 PM,3,8,10,8,15,13,67,0.0,1023,15,10,44,9
2010-04-13,16,4,0.0,11.6,3,3,0,05:36 AM,07:39 PM,06:27 AM,08:24 PM,4,10,10,10,9,22,66,0.0,1018,16,10,118,6
2010-04-14,17,6,0.0,11.6,4,4,0,05:49 AM,08:57 PM,06:24 AM,08:26 PM,5,12,12,12,7,27,63,0.0,1017,17,10,150,4
2010-04-15,17,5,0.0,11.6,4,4,5,06:05 AM,10:16 PM,06:22 AM,08:28 PM,5,10,11,10,11,22,70,0.0,1015,17,10,106,7
2010-04-16,14,4,0.0,9.3,3,3,13,06:26 AM,11:35 PM,06:19 AM,08:30 PM,3,7,9,7,18,55,69,0.0,1010,14,10,274,12
2010-04-17,11,2,0.0,10.5,3,3,21,06:55 AM,No moonset,06:17 AM,08:32 PM,-0,3,6,3,25,37,66,0.1,1013,11,10,284,17
2010-04-18,12,3,0.0,10.5,3,3,28,07:38 AM,12:49 AM,06:15 AM,08:34 PM,3,4,7,4,26,54,77,0.1,1013,12,10,257,18
2010-04-19,14,3,0.0,11.6,3,3,36,08:35 AM,01:51 AM,06:12 AM,08:36 PM,2,7,8,7,16,15,68,0.0,1011,14,10,258,10
2010-04-20,11,-1,0.0,11.6,3,3,43,09:49 AM,02:38 AM,06:10 AM,08:38 PM,-2,4,6,4,12,10,60,0.0,1013,11,10,338,8
2010-04-21,10,-1,0.0,10.5,2,2,51,11:13 AM,03:12 AM,06:08 AM,08:40 PM,-1,4,5,4,13,30,66,0.2,1007,10,10,255,9
2010-04-22,6,-1,0.0,7.2,1,1,58,12:41 PM,03:37 AM,06:05 AM,08:42 PM,-1,-1,3,-1,24,80,78,0.0,1006,6,9,266,17
2010-04-23,10,2,0.0,11.6,2,2,66,02:10 PM,03:56 AM,06:03 AM,08:43 PM,-1,1,5,1,33,56,66,0.7,1011,10,10,257,22
2010-04-24,9,2,0.0,11.6,3,3,73,03:39 PM,04:11 AM,06:01 AM,08:45 PM,0,2,5,2,28,53,70,0.9,1019,9,9,270,18
2010-04-25,14,-2,0.0,14.5,3,3,81,05:07 PM,04:24 AM,05:59 AM,08:47 PM,-3,6,7,6,9,9,57,0.0,1032,14,10,223,6
2010-04-26,15,1,0.0,14.5,3,3,89,06:35 PM,04:38 AM,05:56 AM,08:49 PM,-3,7,9,7,19,6,43,0.0,1029,15,10,150,11
2010-04-27,12,6,0.0,9.4,2,2,96,08:04 PM,04:53 AM,05:54 AM,08:51 PM,4,6,9,6,24,65,72,0.2,1018,12,8,179,15
2010-04-28,13,5,0.0,10.4,2,2,100,09:33 PM,05:11 AM,05:52 AM,08:53 PM,6,7,9,7,21,57,79,0.3,1020,13,10,281,14
2010-04-29,16,4,0.0,12.5,4,4,89,10:55 PM,05:35 AM,05:50 AM,08:55 PM,5,9,11,9,20,65,70,0.4,1017,16,9,230,14
2010-04-30,23,10,0.0,13.5,5,5,81,No moonrise,06:06 AM,05:48 AM,08:57 PM,9,16,17,16,25,41,63,0.5,1007,23,10,212,16
2010-05-01,15,6,0.0,12.5,3,3,78,12:08 AM,06:50 AM,05:46 AM,08:59 PM,8,11,12,11,16,33,76,0.7,1008,15,9,259,11
2010-05-02,17,7,0.0,15.5,4,4,71,01:06 AM,07:46 AM,05:43 AM,09:01 PM,7,11,11,11,15,49,78,0.6,1011,17,7,242,9
2010-05-03,18,5,0.0,13.6,4,4,64,01:48 AM,08:52 AM,05:41 AM,09:03 PM,9,12,13,12,22,62,81,4.4,1011,18,8,90,14
2010-05-04,14,5,0.0,12.7,2,2,57,02:18 AM,10:04 AM,05:39 AM,09:05 PM,6,7,9,7,22,87,81,0.3,1014,14,9,271,15
2010-05-05,10,2,0.0,14.6,2,2,49,02:40 AM,11:18 AM,05:37 AM,09:07 PM,4,6,7,6,11,65,80,1.2,1018,10,10,168,7
2010-05-06,8,2,0.0,11.8,1,1,42,02:56 AM,12:31 PM,05:35 AM,09:09 PM,4,1,5,1,29,87,92,5.4,1016,8,7,72,18
2010-05-07,22,9,0.0,15.8,5,5,35,03:10 AM,01:43 PM,05:33 AM,09:11 PM,12,14,16,14,21,45,81,0.8,1006,22,10,126,13
2010-05-08,18,9,0.0,12.8,3,3,27,03:21 AM,02:55 PM,05:31 AM,09:12 PM,11,12,13,12,15,67,89,2.5,1008,18,6,241,10
2010-05-09,16,6,0.0,15.9,4,4,20,03:32 AM,04:07 PM,05:29 AM,09:14 PM,6,10,11,10,16,21,76,0.0,1009,16,8,278,10
2010-05-10,18,6,0.0,15.6,3,3,13,03:43 AM,05:21 PM,05:27 AM,09:16 PM,6,11,12,11,8,51,71,0.0,1010,18,10,244,4
2010-05-11,18,10,0.0,14.7,3,3,6,03:55 AM,06:37 PM,05:25 AM,09:18 PM,11,12,13,12,15,59,87,2.6,1012,18,7,169,9
2010-05-12,22,10,0.0,16.0,5,5,0,04:09 AM,07:57 PM,05:23 AM,09:20 PM,11,16,17,16,20,14,74,0.0,1013,22,8,99,13
2010-05-13,24,13,0.0,16.0,5,5,0,04:29 AM,09:17 PM,05:21 AM,09:22 PM,14,18,19,18,23,46,79,2.4,1008,24,9,126,15
2010-05-14,21,14,0.0,13.8,4,4,1,04:55 AM,10:34 PM,05:20 AM,09:23 PM,15,17,17,17,21,67,90,6.6,1006,21,9,108,12
2010-05-15,18,11,0.0,14.7,4,4,9,05:34 AM,11:42 PM,05:18 AM,09:25 PM,14,15,15,15,19,68,90,2.4,1005,18,10,174,12
2010-05-16,22,8,0.0,16.1,5,5,16,06:27 AM,No moonset,05:16 AM,09:27 PM,12,16,17,16,21,14,76,0.2,1005,22,8,41,13
2010-05-17,21,14,0.0,15.6,4,4,23,07:38 AM,12:35 AM,05:14 AM,09:29 PM,15,17,18,17,24,55,88,8.5,1004,21,9,21,15
2010-05-18,22,14,0.0,16.2,5,5,31,09:01 AM,01:14 AM,05:13 AM,09:30 PM,15,18,19,18,19,42,86,2.7,1008,22,8,71,13
2010-05-19,21,11,0.0,14.8,4,4,38,10:28 AM,01:41 AM,05:11 AM,09:32 PM,14,16,17,16,11,51,90,0.0,1016,21,6,75,7
2010-05-20,22,13,0.0,16.2,5,5,45,11:57 AM,02:01 AM,05:10 AM,09:34 PM,13,18,19,18,16,44,74,0.0,1021,22,8,74,10
2010-05-21,25,12,0.0,16.3,5,5,52,01:24 PM,02:17 AM,05:08 AM,09:36 PM,11,19,20,19,13,17,62,0.0,1022,25,10,53,8
2010-05-22,24,16,0.0,16.3,4,4,60,02:50 PM,02:31 AM,05:06 AM,09:37 PM,11,19,19,19,14,42,61,0.0,1019,24,9,70,8
2010-05-23,22,10,0.0,15.7,5,5,67,04:16 PM,02:45 AM,05:05 AM,09:39 PM,9,15,16,15,17,34,69,0.0,1012,22,10,286,11
2010-05-24,17,9,0.0,15.7,4,4,74,05:43 PM,02:59 AM,05:04 AM,09:40 PM,8,12,13,12,18,57,74,2.5,1004,17,10,278,13
2010-05-25,12,8,0.0,12.3,2,2,81,07:09 PM,03:15 AM,05:02 AM,09:42 PM,7,8,10,8,21,86,84,1.3,1000,12,8,268,15
2010-05-26,10,7,0.0,12.3,2,2,89,08:33 PM,03:36 AM,05:01 AM,09:43 PM,6,5,8,5,29,98,86,1.8,1005,10,9,271,20
2010-05-27,18,7,0.0,16.5,4,4,96,09:50 PM,04:04 AM,05:00 AM,09:45 PM,7,12,12,12,11,43,70,0.0,1009,18,10,224,7
2010-05-28,18,8,0.0,15.8,4,4,100,10:54 PM,04:42 AM,04:58 AM,09:46 PM,8,12,13,12,9,56,77,0.1,1011,18,10,230,5
2010-05-29,18,5,0.0,16.6,4,4,89,11:43 PM,05:33 AM,04:57 AM,09:48 PM,7,12,12,12,16,37,73,1.3,1017,18,10,270,11
2010-05-30,19,3,0.0,16.9,4,4,82,No moonrise,06:35 AM,04:56 AM,09:49 PM,5,13,14,13,15,20,58,0.0,1016,19,10,155,9
2010-05-31,21,13,0.0,14.3,4,4,78,12:17 AM,07:47 AM,04:55 AM,09:50 PM,13,16,17,16,28,58,78,2.2,1005,21,10,93,18
2010-06-01,20,14,0.0,15.1,4,4,63,12:42 AM,09:00 AM,04:54 AM,09:52 PM,16,17,17,17,16,76,93,5.5,1005,20,5,57,10
2010-06-02,24,15,0.0,16.6,4,4,55,01:01 AM,10:14 AM,04:53 AM,09:53 PM,17,19,20,19,16,60,87,2.7,1009,24,6,54,10
2010-06-03,29,17,0.0,16.6,6,6,48,01:16 AM,11:27 AM,04:52 AM,09:54 PM,18,22,23,22,19,52,79,3.7,1010,29,7,76,12
2010-06-04,20,10,0.0,17.0,5,5,40,01:28 AM,12:38 PM,04:51 AM,09:55 PM,8,15,16,15,28,19,61,0.1,1011,20,9,223,18
2010-06-05,20,7,0.0,17.1,4,4,32,01:39 AM,01:50 PM,04:50 AM,09:56 PM,6,13,14,13,17,19,59,0.0,1020,20,10,281,11
2010-06-06,23,13,0.0,17.1,5,5,25,01:49 AM,03:02 PM,04:49 AM,09:57 PM,11,17,17,17,25,41,70,0.8,1016,23,10,215,15
2010-06-07,25,14,0.0,17.1,5,5,17,02:01 AM,04:16 PM,04:49 AM,09:58 PM,13,19,19,19,21,39,74,0.0,1008,25,10,198,12
2010-06-08,15,13,0.0,12.8,3,3,10,02:14 AM,05:34 PM,04:48 AM,09:59 PM,12,13,14,13,25,79,86,0.3,1009,15,9,246,16
2010-06-09,23,9,0.0,16.7,5,5,2,02:31 AM,06:53 PM,04:48 AM,10:00 PM,12,18,19,18,12,32,69,0.0,1014,23,8,191,7
2010-06-10,27,16,0.0,17.4,6,6,0,02:54 AM,08:13 PM,04:47 AM,10:01 PM,18,22,23,22,13,35,80,1.4,1011,27,10,122,8
2010-06-11,30,17,0.0,17.4,6,6,0,03:27 AM,09:26 PM,04:47 AM,10:02 PM,18,26,26,25,20,17,67,0.0,1004,30,9,187,13
